Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Antigua and Barbuda,ATG,"Population, female (% of total)",SP.POP.TOTL.FE.ZS,52.89834122,53.02919643,52.96269075,52.79655492,52.61628395,52.46594723,52.3776528,52.30895489,52.27054784,52.2395533,52.22432525,52.21133824,52.21457689,52.2164816,52.16937339,52.07434404,51.92219901,51.7186964,51.50175955,51.31988739,51.20506536,51.16530498,51.19308851,51.26680347,51.35750445,51.43545127,51.50779695,51.5842839,51.63907532,51.66606628,51.64622627,51.56530912,51.43291391,51.31746372,51.29199147,51.39651144,51.65879911,52.03241574,52.42078898,52.72489553,52.87488335,52.85217146,52.69064014,52.45388933,52.23002833,52.06708793,52.0015503,51.98555562,52.01288941,52.04924603,52.0706996,52.07443085,52.06473214,52.04546848,52.0354394,52.02449813,52.00812163,
Australia,AUS,"Population, female (% of total)",SP.POP.TOTL.FE.ZS,49.48216739,49.51379213,49.5472701,49.58058254,49.61131185,49.63809423,49.65993768,49.6776019,49.6930515,49.70914926,49.72793941,49.74899417,49.77183733,49.79821576,49.82995594,49.8678135,49.91321305,49.96440095,50.0150881,50.05703281,50.08483444,50.09655963,50.0951263,50.08618461,50.07753815,50.07463614,50.07791107,50.08557399,50.09785854,50.11460318,50.13522339,50.16110872,50.19120498,50.21938403,50.23786348,50.24173876,50.22848729,50.20109544,50.16664309,50.13484868,50.11222425,50.10179551,50.10094123,50.10398301,50.10275494,50.09233456,50.07036684,50.04069861,50.01165047,49.99384288,49.99375454,50.01356996,50.04896185,50.09187398,50.13146085,50.16030978,50.17645808,
Austria,AUT,"Population, female (% of total)",SP.POP.TOTL.FE.ZS,53.41923719,53.38853593,53.35431747,53.31714958,53.27805288,53.23776884,53.19651605,53.15449102,53.11215779,53.07021743,53.02913505,52.98883931,52.94930037,52.91120743,52.87494968,52.84082116,52.80882583,52.77850418,52.74842083,52.71669308,52.68211176,52.64396979,52.60209016,52.55712801,52.50972225,52.46039527,52.41001942,52.35817807,52.30221067,52.23880267,52.16606676,52.08352364,51.99369475,51.90172082,51.81374859,51.73414944,51.66336321,51.60046723,51.54611572,51.50097204,51.46523678,51.43977559,51.42360171,51.41313049,51.40329398,51.39052318,51.37370735,51.35325877,51.32832098,51.29869245,51.26434239,51.22465989,51.18027387,51.13364321,51.08782715,51.04485564,51.00537939,
Azerbaijan,AZE,"Population, female (% of total)",SP.POP.TOTL.FE.ZS,52.16871404,52.06315919,51.95946042,51.85995684,51.76711785,51.68195466,51.60421482,51.53293592,51.46775156,51.40794474,51.35331158,51.30412009,51.26010395,51.21912964,51.17904871,51.13821774,51.09618506,51.05416174,51.01526907,50.98312783,50.96038851,50.94719105,50.94249021,50.94561081,50.95590773,50.97237573,50.9946833,51.02168769,51.05086509,51.07887948,51.10366644,51.12343761,51.13815337,51.14877665,51.15659668,51.16236808,51.16721802,51.16953564,51.16427571,51.14473639,51.10697212,51.04925671,50.97484407,50.89120733,50.80792938,50.73192241,50.66558736,50.60749887,50.55530473,50.50546748,50.45549581,50.40535669,50.35660326,50.31094934,50.27046098,50.23646493,50.20930806,
Burundi,BDI,"Population, female (% of total)",SP.POP.TOTL.FE.ZS,51.72874331,51.69158171,51.65561381,51.61968525,51.58349896,51.54705763,51.50944025,51.47231437,51.44026457,51.41866,51.41076844,51.41721587,51.4358859,51.46116222,51.4860903,51.50517869,51.51575358,51.5191222,51.51834459,51.51833789,51.52153921,51.5306776,51.54337633,51.55005826,51.53873414,51.50377483,51.44043241,51.35651645,51.27176982,51.21019359,51.18526356,51.20281326,51.2519731,51.30997769,51.34700059,51.34416718,51.29593734,51.21241591,51.10938617,51.01024169,50.93194407,50.8778893,50.84288946,50.82489659,50.8191846,50.82192093,50.83325234,50.85197971,50.87259118,50.88838141,50.89539835,50.89275753,50.88208829,50.86567567,50.84654538,50.82713297,50.80763484,
Belgium,BEL,"Population, female (% of total)",SP.POP.TOTL.FE.ZS,50.79991941,50.81533468,50.83342624,50.85321119,50.87335938,50.89299518,50.91159971,50.92946345,50.94718141,50.96564448,50.98543123,51.00668787,51.028764,51.05061852,51.07063972,51.08775631,51.10157246,51.11234506,51.12025115,51.12582517,51.12950158,51.13140971,51.13143122,51.12961093,51.12563936,51.11972609,51.11163888,51.10184474,51.09136841,51.08152913,51.07332251,51.06695088,51.06219447,51.05872463,51.05605023,51.05369916,51.05191725,51.05061384,51.04818674,51.04268963,51.03289754,51.01809027,50.99921572,50.97816697,50.95796631,50.94063318,50.92577831,50.91252576,50.90173413,50.89436403,50.89047317,50.89232539,50.89812806,50.89909373,50.88363122,50.84454361,50.77806898,
Benin,BEN,"Population, female (% of total)",SP.POP.TOTL.FE.ZS,52.43284613,52.36949306,52.30798551,52.24825236,52.19088764,52.1364281,52.08393686,52.0340671,51.98743511,51.94641095,51.91162564,51.88318789,51.8597775,51.84012107,51.82212032,51.80445594,51.78627073,51.76768523,51.74820293,51.72743324,51.70550859,51.68161993,51.65540185,51.62636079,51.59418777,51.55834916,51.51962627,51.47770956,51.4313981,51.37891544,51.31976791,51.25387028,51.18313592,51.11159284,51.04393167,50.98243145,50.92816665,50.87959458,50.8330326,50.78391657,50.7299067,50.6699989,50.60658771,50.54469377,50.49043207,50.44736285,50.41638001,50.3946876,50.3775708,50.35877634,50.33473366,50.30450907,50.27002331,50.23391609,50.1994174,50.16876952,50.14227434,
Burkina Faso,BFA,"Population, female (% of total)",SP.POP.TOTL.FE.ZS,49.10259046,49.23617552,49.3707271,49.5034519,49.63008623,49.74791657,49.85626936,49.95636367,50.04988916,50.13896094,50.22536746,50.30934529,50.39018577,50.46912626,50.54712341,50.62435068,50.70093681,50.77612158,50.84787209,50.91371617,50.9719344,51.02200864,51.06412048,51.09821534,51.1244033,51.14268959,51.15358829,51.15744563,51.15486938,51.14646954,51.13297158,51.1142767,51.09122082,51.06551989,51.03926172,51.01387727,50.9899608,50.96657913,50.94213346,50.91421412,50.88140879,50.84385909,50.80243001,50.75780995,50.71102766,50.66282917,50.61361948,50.56363199,50.5136379,50.46439168,50.41644102,50.37002773,50.32522978,50.28222491,50.24104154,50.20173803,50.16440139,
Bangladesh,BGD,"Population, female (% of total)",SP.POP.TOTL.FE.ZS,48.31534403,48.36664479,48.42066537,48.47473029,48.5253348,48.57030217,48.60870901,48.64179976,48.67229043,48.70378614,48.73861093,48.77721107,48.8182582,48.85986906,48.89904566,48.93317909,48.96263639,48.98731552,49.00403328,49.009294,49.00173741,48.98059833,48.94900173,48.91396025,48.88409888,48.86495223,48.85775299,48.86007668,48.86903414,48.88058379,48.89193427,48.90308054,48.91470726,48.92587538,48.93556046,48.94326674,48.94930549,48.95440609,48.95917027,48.96436011,48.97092327,48.97744687,48.98478537,48.99837824,49.02506051,49.06860859,49.13130959,49.20937616,49.29320134,49.36986986,49.43048139,49.47213641,49.49813054,49.51342342,49.52542005,49.53937661,49.55623343,
Bulgaria,BGR,"Population, female (% of total)",SP.POP.TOTL.FE.ZS,50.07187216,50.06067859,50.0485349,50.03635696,50.02550345,50.01678328,50.0105802,50.00701754,50.00621435,50.0080194,50.01235971,50.01959932,50.02981315,50.04248665,50.05720111,50.07345196,50.09110819,50.11053897,50.1326628,50.15880159,50.18989104,50.2258319,50.26628473,50.31103263,50.35963338,50.41178641,50.46731805,50.5259656,50.58726137,50.65068096,50.71574913,50.78254028,50.85072546,50.91876836,50.98449226,51.04590212,51.10179623,51.15189023,51.19576237,51.23366159,51.26565153,51.29182201,51.31215846,51.32650715,51.33510812,51.33840689,51.33600028,51.32873844,51.31979413,51.31317185,51.31200324,51.31776328,51.32966841,51.34530814,51.36100185,51.37370231,51.382692,
Bahrain,BHR,"Population, female (% of total)",SP.POP.TOTL.FE.ZS,46.46153088,46.20635025,45.89176389,45.58105332,45.36656314,45.2942934,45.38467555,45.58451494,45.81115563,45.95582347,45.94580611,45.79344654,45.53504021,45.16108831,44.67424615,44.09732123,43.42968711,42.72468491,42.11112073,41.70488092,41.54994346,41.65535122,41.95381303,42.33843608,42.66736078,42.84767422,42.85687921,42.74501594,42.56900258,42.40364509,42.2963771,42.23753205,42.20414999,42.20918848,42.26309287,42.36338897,42.52084982,42.70620073,42.84226821,42.8366303,42.63944268,42.27068376,41.78021539,41.20013715,40.56827274,39.92730225,39.27042119,38.63177385,38.10154407,37.75765084,37.6199364,37.70432938,37.95821303,38.24893551,38.39358271,38.27648343,37.87034978,
"Bahamas, The",BHS,"Population, female (% of total)",SP.POP.TOTL.FE.ZS,52.17224566,51.93261687,51.71451224,51.51062978,51.31227608,51.12421726,50.93022144,50.7411242,50.58059636,50.48553738,50.46618601,50.53056576,50.66267804,50.81325899,50.92412005,50.95321541,50.89270902,50.76299475,50.60120191,50.45453442,50.35532031,50.31452088,50.31210986,50.33726925,50.36671203,50.38135413,50.38827441,50.38764467,50.38271231,50.38514377,50.39226013,50.40421564,50.41971653,50.44899193,50.50469905,50.59573101,50.72782948,50.88875338,51.05774137,51.20070305,51.29159715,51.32779563,51.31501913,51.27354039,51.22517634,51.18805716,51.16470192,51.14893841,51.13699915,51.1272178,51.11604421,51.10184195,51.08725453,51.07441653,51.06261055,51.05212001,51.04285948,
Bosnia and Herzegovina,BIH,"Population, female (% of total)",SP.POP.TOTL.FE.ZS,50.94349625,50.88224392,50.82016542,50.76476831,50.72587034,50.70895427,50.71567201,50.74123064,50.776545,50.81013366,50.83349865,50.84499629,50.84649996,50.83740928,50.81753428,50.78748219,50.74576364,50.6940734,50.63844503,50.58745076,50.5467542,50.51925191,50.50390289,50.49627446,50.48983587,50.48084837,50.46611378,50.44845252,50.43684076,50.44317832,50.47544238,50.54016836,50.63528141,50.74832455,50.85522995,50.9341098,50.97270799,50.9744483,50.95057065,50.91975008,50.89623377,50.88271208,50.87524382,50.87270076,50.87219004,50.87194912,50.87192304,50.87358379,50.87687321,50.88162137,50.88748764,50.89496338,50.90352752,50.91170647,50.91719167,50.91857787,50.91503275,
Belarus,BLR,"Population, female (% of total)",SP.POP.TOTL.FE.ZS,54.79254809,54.69382495,54.59982622,54.51115774,54.42831475,54.3515148,54.28118696,54.21693451,54.15688548,54.0987589,54.04075615,53.98239729,53.92391638,53.86566242,53.80826374,53.75216554,53.69706302,53.64278533,53.59062956,53.54197295,53.4976755,53.45900312,53.42533803,53.39349612,53.35917976,53.31974266,53.27338823,53.22202066,53.17158317,53.1300879,53.1026986,53.09235013,53.09648277,53.10837643,53.11809071,53.11895478,53.107444,53.0869502,53.06538177,53.05436553,53.06216851,53.09154149,53.13890282,53.19853048,53.26150869,53.32055161,53.37419718,53.4231015,53.46452466,53.49603436,53.51599851,53.52263406,53.51675987,53.50304703,53.48780571,53.47598978,53.46911599,
Belize,BLZ,"Population, female (% of total)",SP.POP.TOTL.FE.ZS,50.62019377,50.58500528,50.54829966,50.51365247,50.49141837,50.46174142,50.43439295,50.41035606,50.38728299,50.36094878,50.33392261,50.31451581,50.28705801,50.25523226,50.20448574,50.12531516,50.01146933,49.87663333,49.73340529,49.62279373,49.54766827,49.52362237,49.53527059,49.57130022,49.60739923,49.6270874,49.62640577,49.614244,49.59642057,49.58004262,49.57612208,49.58274691,49.59319888,49.61036332,49.6231542,49.63278283,49.63753024,49.64058319,49.64133116,49.64418543,49.65185395,49.66371626,49.6784897,49.69773534,49.7223661,49.75607518,49.79742325,49.8429965,49.89041928,49.93676834,49.97978893,50.02004921,50.05553807,50.08759722,50.11899448,50.14960185,50.18040408,
Bermuda,BMU,"Population, female (% of total)",SP.POP.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bolivia,BOL,"Population, female (% of total)",SP.POP.TOTL.FE.ZS,50.46261688,50.43768431,50.41209203,50.38609659,50.36006105,50.33404257,50.3082598,50.28269135,50.257605,50.23274699,50.20843251,50.18470397,50.16136317,50.13874101,50.11688692,50.09563298,50.07519772,50.05563017,50.03666139,50.01826617,50.00036675,49.98293824,49.96618786,49.95020101,49.93511616,49.92110671,49.90812397,49.89618291,49.88554166,49.87673738,49.86992147,49.8651344,49.86214357,49.86048631,49.85955395,49.85898108,49.85861907,49.85855418,49.85870131,49.85906866,49.85965619,49.86035229,49.86114615,49.86235044,49.86395118,49.8660224,49.86863024,49.87183102,49.87561796,49.8801434,49.88556442,49.89186718,49.89887201,49.90641104,49.91424104,49.92206311,49.92980727,
Brazil,BRA,"Population, female (% of total)",SP.POP.TOTL.FE.ZS,50.21008951,50.1962926,50.18421969,50.1743031,50.16698197,50.16249607,50.16074971,50.16150899,50.16461888,50.16990625,50.17712071,50.18622678,50.1969362,50.20849832,50.22001132,50.23089366,50.24099953,50.25053233,50.25963926,50.26857947,50.27758267,50.28661362,50.29574619,50.30542377,50.31618548,50.32838128,50.34200961,50.3569194,50.37306059,50.39034275,50.40862353,50.42795804,50.4481553,50.46849453,50.48809673,50.50637195,50.52310666,50.53854526,50.55313744,50.56753606,50.58221635,50.59723038,50.61247194,50.62801513,50.64390084,50.66014678,50.67682274,50.69389014,50.7111358,50.72825994,50.74504435,50.76140584,50.77739123,50.79308626,50.80862601,50.82410643,50.83953527,
Barbados,BRB,"Population, female (% of total)",SP.POP.TOTL.FE.ZS,55.19975404,55.10564368,54.89148193,54.60017381,54.29165885,54.01113141,53.77279756,53.56543642,53.37832995,53.19520981,53.00326578,52.79543731,52.5831863,52.3948276,52.25872144,52.19294502,52.2089668,52.2903218,52.40407305,52.50382202,52.55678213,52.55452821,52.5014478,52.41719382,52.32015925,52.22752741,52.14070375,52.05639511,51.98064419,51.91614666,51.86946219,51.84581353,51.84179412,51.85028925,51.8660066,51.88233829,51.89872942,51.91446799,51.92848106,51.9439228,51.95896767,51.96778543,51.97770705,51.98561658,51.99329161,51.99735778,52.00098895,52.00286796,52.00561081,52.00902075,52.01632519,52.02567374,52.04021478,52.05282589,52.07025419,52.08685188,52.10513942,
Brunei Darussalam,BRN,"Population, female (% of total)",SP.POP.TOTL.FE.ZS,48.39814554,48.40526205,48.41383316,48.41671031,48.41808371,48.41934665,48.41297946,48.40120543,48.38739762,48.40355843,48.42993957,48.49956162,48.59117753,48.6479755,48.60872929,48.44908739,48.14988736,47.75814518,47.35381577,47.02478018,46.83028694,46.78224626,46.84564931,46.97333937,47.09831145,47.18230814,47.22682818,47.24119501,47.24482241,47.24749121,47.26620012,47.2858173,47.31209484,47.37165268,47.50217593,47.72135373,48.04084057,48.43322373,48.83172374,49.15840704,49.36053246,49.42475339,49.37873337,49.25450002,49.10186303,48.95389469,48.80905759,48.66696189,48.53779891,48.4369585,48.37041402,48.34595588,48.36081363,48.400629,48.44573555,48.48471785,48.51167901,
Bhutan,BTN,"Population, female (% of total)",SP.POP.TOTL.FE.ZS,49.02859139,49.04986152,49.07200682,49.09441281,49.12707013,49.16452493,49.2140847,49.26983024,49.31218181,49.32160543,49.28493845,49.2054887,49.09240691,48.9598499,48.82224517,48.69363964,48.57617131,48.46807029,48.37874306,48.31851147,48.28926145,48.29513017,48.32907628,48.38200081,48.435265,48.48045071,48.51281372,48.53645865,48.55626655,48.58104132,48.61451299,48.65277848,48.69601373,48.7460884,48.80735721,48.87664454,48.96095518,49.04975613,49.10320353,49.07961265,48.95266729,48.71759211,48.40039578,48.05066069,47.72944506,47.47685185,47.29971765,47.18360193,47.1110718,47.0566417,47.00520171,46.95234018,46.90695293,46.87081677,46.85324232,46.85675532,46.88280708,
Botswana,BWA,"Population, female (% of total)",SP.POP.TOTL.FE.ZS,52.32760971,52.42712302,52.49675039,52.53772897,52.55390877,52.54734248,52.51972386,52.46939124,52.40279086,52.32334778,52.23378072,52.13701379,52.03495768,51.93061397,51.82685484,51.72557429,51.62865519,51.53716703,51.45167915,51.37160702,51.29750009,51.22945018,51.1668112,51.10926115,51.05590343,51.00613233,50.95947246,50.91681767,50.87841798,50.84288388,50.8117319,50.78465848,50.76066365,50.74021939,50.72493271,50.71464853,50.70954284,50.70833812,50.70890212,50.70796632,50.70388798,50.69655121,50.68616749,50.67340599,50.65792171,50.64097487,50.62155264,50.60028688,50.5803418,50.56543774,50.55800292,50.5590503,50.5668142,50.57746941,50.58499488,50.58652586,50.58108944,
Central African Republic,CAF,"Population, female (% of total)",SP.POP.TOTL.FE.ZS,50.82397903,50.83008879,50.83566793,50.84063422,50.84468331,50.84790479,50.85065028,50.85228909,50.85396756,50.85581202,50.85869368,50.86273427,50.8672981,50.87165131,50.87531739,50.87660859,50.87613648,50.87445805,50.87201074,50.86952406,50.86750156,50.86592492,50.86462861,50.86449425,50.86538177,50.86827931,50.87236432,50.87781699,50.88329849,50.88712019,50.88831507,50.88669756,50.88267805,50.87628194,50.86818875,50.85868087,50.84776101,50.83594991,50.82290399,50.8081301,50.79173419,50.77390292,50.75502422,50.73612365,50.7188617,50.70383092,50.69150834,50.68134586,50.67389948,50.66874315,50.66607531,50.6660307,50.66825642,50.67165105,50.67491372,50.67698642,50.67746655,
Canada,CAN,"Population, female (% of total)",SP.POP.TOTL.FE.ZS,49.42618914,49.47898274,49.54244738,49.6099604,49.67285278,49.72533334,49.76620988,49.79781224,49.82206718,49.8420309,49.86017638,49.87598757,49.88961107,49.90484475,49.92622007,49.95656239,49.9971671,50.04616163,50.09934381,50.1507823,50.19635316,50.23511012,50.26827658,50.2963216,50.32040732,50.34137805,50.35870622,50.37228413,50.38405868,50.39651361,50.41117549,50.42896483,50.44886885,50.46832588,50.48376997,50.49280479,50.49481086,50.49096672,50.48306322,50.47367689,50.46468814,50.45669856,50.44931032,50.44216637,50.43453376,50.42608272,50.41651407,50.40637881,50.39699078,50.39002109,50.38643883,50.38684962,50.39040038,50.394944,50.39765087,50.39658182,50.39115382,
Central Europe and the Baltics,CEB,"Population, female (% of total)",SP.POP.TOTL.FE.ZS,51.5953017,51.55835905,51.5233242,51.49057442,51.46153102,51.43690943,51.41665972,51.40023772,51.38711983,51.37492879,51.36216111,51.34888724,51.33544775,51.32229562,51.31043127,51.30065024,51.29328098,51.28811801,51.28507557,51.283235,51.28179722,51.28132714,51.28262313,51.28527531,51.2888276,51.29323528,51.29825624,51.30413753,51.31195946,51.32329197,51.33946771,51.36185482,51.3885379,51.41664366,51.44512869,51.47266864,51.49806788,51.52219697,51.5448556,51.56810432,51.59212207,51.6182281,51.64494581,51.66894995,51.68916301,51.70427887,51.71396586,51.71959441,51.72167031,51.72146608,51.7207554,51.72052801,51.72145834,51.72286339,51.72370985,51.72335974,51.72178261,
Switzerland,CHE,"Population, female (% of total)",SP.POP.TOTL.FE.ZS,51.56160695,51.51568247,51.46434672,51.4102858,51.3571686,51.30757285,51.261123,51.21802314,51.18150904,51.15555577,51.14270529,51.14378129,51.15697166,51.17924835,51.20630596,51.23477524,51.2645099,51.29523048,51.32334968,51.3447323,51.35577953,51.35502164,51.3433782,51.32394964,51.30144616,51.27926169,51.25801364,51.23734554,51.21823187,51.20164202,51.18816833,51.17835823,51.17201267,51.16824864,51.16602521,51.16424068,51.16230623,51.15993084,51.15662074,51.15205488,51.14553715,51.1374636,51.12711873,51.1115978,51.0875295,51.05257895,51.00645574,50.95094779,50.88949117,50.82652452,50.76557396,50.70730869,50.65175105,50.60037442,50.55433827,50.51441301,50.48119771,
Channel Islands,CHI,"Population, female (% of total)",SP.POP.TOTL.FE.ZS,51.59889964,51.57158644,51.54309912,51.51477472,51.48931682,51.46144414,51.4277848,51.39909253,51.36913034,51.34903105,51.33333333,51.32960255,51.3320012,51.3477975,51.36696372,51.39297579,51.4325338,51.48286761,51.52557008,51.55727498,51.57249384,51.55480785,51.52447703,51.47677716,51.43374858,51.39910314,51.38103161,51.37224782,51.37055691,51.37287225,51.37797934,51.38556302,51.39909047,51.40520633,51.40910391,51.39883928,51.37467722,51.34411738,51.29990114,51.24993229,51.19150081,51.1368036,51.0731633,51.00506479,50.93425606,50.8626165,50.77986256,50.69549605,50.61273188,50.54472549,50.49065069,50.4557604,50.43659327,50.43009626,50.42613898,50.41984989,50.41206788,
